type,ID,Classification,sequence_length,k-mer_match
C,M01771:9:000000000-L7C7K:1:1105:15384:6233,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:7 2:12 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 0:4 815:4 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:23782:6233,Emticicia oligotrophica DSM 17448 (taxid 929562),301,131567:5 679663:1 0:84 2:2 171549:1 2:4 562:5 929562:4 0:2 577309:1 0:130 2:7 1783270:5 68336:2 2:3 0:11
C,M01771:9:000000000-L7C7K:1:1105:24002:6233,Terrabacteria group (taxid 1783272),301,2:4 0:67 1376:4 2:2 1610:5 0:98 1298851:4 0:45 2:1 40480:5 2:2 0:30
C,M01771:9:000000000-L7C7K:1:1105:20204:6233,Anaerostipes hadrus (taxid 649756),301,2:4 131567:1 2:3 131567:7 2:18 186801:2 2:5 39488:1 0:15 39488:1 0:4 2:48 186801:9 1239:5 0:8 649756:4 2:1 649756:5 0:1 649756:11 0:5 186801:5 0:19 186803:5 0:16 186801:2 0:10 3003601:5 2:1 1783272:2 186801:2 2:12 186801:3 0:1 2790998:5 0:5 2790998:1 2:1 106370:5 131567:5 106370:2 2:2
C,M01771:9:000000000-L7C7K:1:1105:21476:6233,Escherichia coli (taxid 562),301,2:2 0:4 562:2 91347:5 1236:2 2:23 91347:1 2:6 1236:9 91347:1 2:10 1224:3 2:39 91347:7 1236:7 91347:2 2:1 543:5 91347:3 543:7 91347:11 543:5 1236:8 2:5 131567:9 2:53 131567:8 2:18 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:16262:6233,Parabacteroides merdae (taxid 46503),301,70255:4 131567:1 70255:3 2:7 976:1 2:7 171549:5 2005525:5 375288:17 200643:5 375288:6 976:5 171549:3 200643:3 171549:10 2:1 171549:7 976:2 2:1 171549:4 976:9 171549:10 375288:30 171549:5 375288:10 171549:1 2005525:3 375288:5 976:6 375288:1 171549:1 976:3 375288:4 46503:7 375288:1 46503:10 976:2 46503:14 2:2 976:2 2:21 0:7 2:1 0:1 2:5 0:7 2:2
C,M01771:9:000000000-L7C7K:1:1105:16299:6233,Megamonas funiformis (taxid 437897),301,1351:2 0:5 2:5 158846:8 1843491:5 158846:5 1843491:5 2:8 1239:5 2:5 1239:1 2:25 1783272:2 2:6 0:7 2:4 0:8 2:7 0:2 2:5 1239:8 437897:20 0:7 437897:4 0:29 437897:2 0:20 158846:4 0:40 1351:5 2:5 131567:2 2708340:1
C,M01771:9:000000000-L7C7K:1:1105:25639:6233,Klebsiella pneumoniae subsp. pneumoniae (taxid 72407),301,0:1 131567:5 0:4 562:2 91347:5 1236:2 2:85 72407:9 0:31 2:5 0:7 2:2 562:2 2:5 0:7 131567:1 0:3 131567:5 0:1 2:1 0:6 2:3 562:2 0:2 2:5 0:23 2:10 131567:8 0:1 2:5 0:19
C,M01771:9:000000000-L7C7K:1:1105:8151:6233,Escherichia coli (taxid 562),301,2:1 562:6 91347:5 1236:2 2:153 0:1 131567:3 0:5 2:1 0:5 562:5 1224:3 2:39 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:15613:6233,Sodalis ligni (taxid 2697027),301,0:1 131567:5 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:20033:6233,Klebsiella pneumoniae subsp. pneumoniae (taxid 72407),301,0:1 131567:5 0:2 2697027:4 91347:5 1236:2 2:130 72407:5 91347:3 2:3 72407:7 2:5 91347:6 2:45 0:18 131567:1 2:1 0:5 2:12 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:5631:6234,Limnospira indica BM01 (taxid 2760438),301,0:1 2:5 0:24 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:85 3028117:5 0:6 1323948:2 3028117:2 1783272:5 2:1 1783272:2 2:1 0:25
C,M01771:9:000000000-L7C7K:1:1105:12132:6234,Segatella copri (taxid 165179),301,0:14 171549:5 2:3 909656:43 171549:3 815:1 200643:2 2:39 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:6 0:9
C,M01771:9:000000000-L7C7K:1:1105:14222:6234,Faecalibacterium prausnitzii (taxid 853),301,2697027:2 0:3 2:76 0:32 2:31 216851:5 2:5 216851:2 2:4 216851:18 2:3 853:34 2:14 0:6 2:2 0:6 216851:5 0:7 2:5 216851:2 2:1 131567:3 2:1
C,M01771:9:000000000-L7C7K:1:1105:13089:6234,Rubrobacter xylanophilus (taxid 49319),301,0:102 2:4 1783272:2 0:114 1783272:3 0:4 49319:5 1783272:2 0:2 1670830:1 2:4 0:2 2:1 1783270:7 2:5 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:5651:6235,Limnospira indica BM01 (taxid 2760438),301,0:1 2:5 0:73 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2
C,M01771:9:000000000-L7C7K:1:1105:3983:6235,Ligilactobacillus ruminis (taxid 1623),301,0:10 2:15 33958:5 2:98 1783272:5 186826:3 91061:1 2:2 91061:5 2:4 2767887:4 1623:13 2767887:2 1783272:5 33958:1 1623:7 2:9 1783272:3 33958:5 91061:3 33958:9 1783272:1 33958:1 1783272:5 91061:1 0:5 2:1 0:11 84998:7 2:1 84998:3 201174:1 2:21
C,M01771:9:000000000-L7C7K:1:1105:14815:6235,Segatella copri (taxid 165179),301,0:18 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:24 0:3 165179:7 0:5 2974251:1 0:1 165179:5 0:1 165179:1 0:10 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1
C,M01771:9:000000000-L7C7K:1:1105:9458:6235,Butyrivibrio crossotus (taxid 45851),301,131567:3 0:4 562:2 91347:5 2:18 1239:2 2:5 2763669:1 0:14 186803:1 2763669:1 186801:3 2:49 186801:2 2:5 1239:2 2:5 1239:2 0:5 45851:5 186803:6 0:1 45851:4 0:8 186803:10 0:1 2:5 186801:10 2:4 0:10 1229621:4 0:22 186801:4 39485:3 2:6 186801:19 2:1 186801:5 2:2 1239:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:19067:6235,Sodalis ligni (taxid 2697027),301,131567:1 0:2 2697027:4 91347:5 1236:2 2:108 1236:5 286:5 1236:5 286:1 1236:24 1224:9 2:11 1236:7 0:2 1236:5 2:8 1236:2 2:7 131567:5 2:1 131567:3 2:7 131567:8 1224:1 2:10 1224:5 2:14
C,M01771:9:000000000-L7C7K:1:1105:25997:6235,Subdoligranulum variabile (taxid 214851),301,2697027:2 0:10 1239:8 2:5 1239:1 1783272:3 214851:2 292632:1 216572:5 2:3 292632:13 2:1 292632:3 2:1 216572:5 2:43 216572:7 2:5 216572:5 292632:38 2:4 0:14 216572:5 0:5 292632:1 0:5 292632:21 186801:2 2:15 1783272:2 216572:2 2:1 216572:12 2:3 0:10 1308:3 0:1
C,M01771:9:000000000-L7C7K:1:1105:21033:6235,Nocardioides sp. NBC_00368 (taxid 2976000),301,0:1 131567:1 0:3 2:143 0:7 85015:5 0:2 1839:1 0:9 1839:5 2976000:7 1839:11 2:60 131567:11 2:1
C,M01771:9:000000000-L7C7K:1:1105:25669:6235,Segatella copri (taxid 165179),301,0:2 131567:5 0:1 2:2 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:7 0:5
C,M01771:9:000000000-L7C7K:1:1105:24545:6235,Lactiplantibacillus plantarum (taxid 1590),301,131567:3 2:3 1239:15 2:5 1239:5 33958:1 91061:4 1590:3 33958:5 1590:1 33958:4 2:5 33958:1 2:3 1783272:1 2:5 33958:4 2:38 1783272:15 2:1 1783272:1 2:1 91061:2 33958:13 2:1 33958:36 2:3 33958:14 2:3 91061:5 2:4 91061:2 2:5 0:1 2:5 0:1 2:1 0:1 2:2 0:5 2:6 0:4 91061:3 1579:1 2:21 131567:4
C,M01771:9:000000000-L7C7K:1:1105:7198:6235,Segatella copri (taxid 165179),301,0:1 2697027:5 0:10 2:8 815:5 171549:5 2:2 816:31 171549:2 200643:4 2:39 165179:7 2974251:5 165179:34 2974251:5 0:9 165179:5 0:20 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1
C,M01771:9:000000000-L7C7K:1:1105:4884:6235,Segatella copri (taxid 165179),301,562:2 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:2 0:12 171552:1 0:7 2:3 0:1
C,M01771:9:000000000-L7C7K:1:1105:16588:6235,Succinivibrio dextrinosolvens (taxid 83771),301,1351:4 0:1 45668:4 2:10 1236:3 83771:5 1236:1 83771:56 2:24 83771:22 0:39 131567:1 488447:3 131567:5 2:1 83771:2 1224:3 1236:7 0:27 1236:2 0:6 186801:5 0:5 216851:1 0:20 2:5 0:2 2:1 131567:2
C,M01771:9:000000000-L7C7K:1:1105:24922:6235,Segatella copri (taxid 165179),301,0:14 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:9318:6235,Segatella copri (taxid 165179),301,562:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:29 0:5 165179:5 0:7 171552:1 0:11 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:14900:6235,Paraprevotella clara (taxid 454154),301,0:15 171549:8 454154:5 2:1 0:56 171552:5 0:2 2:1 976:4 0:5 171552:4 0:108 292632:5 0:1 2:1 0:1 2:1 171549:2 2:7 171552:8 171549:6 171552:6 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:4760:6235,Segatella copri (taxid 165179),301,0:118 165179:1 0:22 165179:5 0:6 165179:7 0:7 165179:2 0:54 976:1 0:44
C,M01771:9:000000000-L7C7K:1:1105:4570:6236,Klebsiella aerogenes (taxid 548),301,131567:1 2:6 131567:5 2:155 131567:9 2:53 131567:8 2:18 131567:5 2:2 548:5
C,M01771:9:000000000-L7C7K:1:1105:15818:6236,Roseburia sp. 831b (taxid 1261635),301,131567:14 2:99 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:8 186801:14 2:6 0:10
C,M01771:9:000000000-L7C7K:1:1105:7079:6236,Clostridium isatidis (taxid 182773),301,2:2 562:6 91347:5 2:29 2726954:2 0:10 31979:1 1485:3 31979:1 2:5 0:8 3028117:1 2815910:1 1783272:8 2:22 0:10 1485:2 0:5 1485:2 0:12 182773:13 0:8 1485:5 0:7 1485:9 0:7 1485:1 3070681:5 0:4 1485:2 1561:5 1485:2 562:4 2:5 1239:1 1561:4 2:11 1485:1 2:9 1239:1 31979:5 2:19 131567:4
C,M01771:9:000000000-L7C7K:1:1105:18294:6236,Xanthomonas albilineans (taxid 29447),301,2:5 0:9 1117:7 3028117:8 2:1 3028117:2 0:29 2183911:1 0:16 2975055:5 1236:1 2:1 1236:1 2:17 29447:4 0:75 29447:4 0:9 29447:5 0:4 29447:2 0:16 29447:6 0:2 2:7 0:9 2:21
C,M01771:9:000000000-L7C7K:1:1105:16927:6236,Sodalis ligni (taxid 2697027),301,131567:1 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:5412:6236,Bacteroides helcogenes P 36-108 (taxid 693979),301,562:3 0:10 2:5 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:6135:6236,Escherichia coli (taxid 562),301,131567:3 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:18661:6236,Phocaeicola vulgatus (taxid 821),301,0:1 2:3 0:5 2:5 171549:5 2:3 909656:43 171549:3 815:1 200643:2 2:34 171549:3 976:2 171549:7 909656:9 821:14 909656:1 821:16 909656:5 2:22 909656:37 2:36 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:25869:6236,Paraprevotella clara (taxid 454154),301,0:15 171549:8 454154:5 2:1 0:56 171552:5 0:2 2:1 976:4 0:5 171552:4 0:108 292632:5 0:1 2:1 0:1 2:1 171549:2 2:7 171552:8 171549:6 171552:6 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:27106:6236,Homo sapiens (taxid 9606),301,0:47 9606:25 0:154 1:8 298:2 0:29 28384:2
C,M01771:9:000000000-L7C7K:1:1105:5201:6236,Roseburia sp. 831b (taxid 1261635),301,131567:4 0:16 2:3 0:5 2:1 0:3 39948:1 0:7 2763056:1 2:5 186801:1 2:9 1042156:1 2:57 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:8 186801:14 2:6 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:27283:6236,Defluviicoccus vanus (taxid 111831),301,2:1 1351:2 2:22 0:5 433:7 0:49 186826:3 2:19 0:105 2:20 0:2 2:5 0:3 111831:5 2:4 0:3 2:2 111831:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:15237:6237,Succinivibrio dextrinosolvens (taxid 83771),301,1351:2 0:1 45668:4 2:10 1236:3 83771:5 1236:1 83771:56 2:24 83771:22 0:39 131567:1 488447:3 131567:5 2:1 83771:2 1224:3 1236:7 0:15 83771:1 0:1 83771:5 0:5 1236:20 131567:1 2:1 1236:5 2:12 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:21495:6237,Segatella copri DSM 18205 (taxid 537011),301,2:5 0:5 171552:22 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:6 537011:8 165179:5 537011:5 171552:3 2974251:5 537011:4 2974251:3 171552:7 2974251:9 171552:11 2:9 0:8 171549:4 171552:2 0:6 171549:1 0:7 2:6 0:1
C,M01771:9:000000000-L7C7K:1:1105:8269:6237,Segatella copri (taxid 165179),301,0:15 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:15658:6237,Bacteroides uniformis (taxid 820),301,2:2 0:10 2:8 815:5 171549:5 2:2 816:31 171549:2 200643:4 2:34 171549:3 976:2 171549:7 816:44 2:22 816:3 820:5 816:3 820:11 171549:5 816:2 820:5 816:2 2:1 976:1 2:36 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:8804:6237,Tautonia plasticadhaerens (taxid 2527974),301,0:14 1763524:8 2:5 0:3 2527974:1 0:6 2527974:2 0:11 2527974:5 0:5 2527974:21 0:7 2691354:5 0:8 2527974:4 0:3 2527974:22 0:27 2903833:5 0:54 1914233:5 203683:1 2:1 203683:35 2:5 203683:4
C,M01771:9:000000000-L7C7K:1:1105:27302:6237,Fructilactobacillus fructivorans (taxid 1614),301,131567:1 2:1 0:23 2:5 0:8 2:5 0:9 1783272:1 0:1 2:9 1614:5 2:4 0:34 1239:5 0:4 1239:5 0:147
C,M01771:9:000000000-L7C7K:1:1105:6862:6237,Succinivibrio dextrinosolvens (taxid 83771),301,0:15 2:3 1236:3 83771:5 1236:1 83771:56 2:24 83771:7 0:7 83771:2 0:82 83771:1 0:1 83771:5 0:5 1236:20 131567:1 2:1 1236:5 2:12 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:5812:6237,Parolsenella catena (taxid 2003188),301,2:6 0:1 2:3 131567:7 84998:5 2:3 1783272:5 2:3 2082587:3 84998:1 2:5 1643824:1 2082587:10 2:5 2082587:1 2:9 2082587:5 2:4 2082587:7 201174:10 84998:5 84999:3 2082587:6 84998:3 84999:2 2082587:19 2003188:2 2082587:3 2003188:5 2082587:2 2003188:17 2082587:5 84999:2 2082587:3 1643824:8 2082587:38 84998:23 2082587:1 84998:3 0:1 2:2 0:6 1280:1 0:5 2:2 0:6
C,M01771:9:000000000-L7C7K:1:1105:11489:6237,Escherichia coli (taxid 562),301,131567:3 0:2 2697027:4 91347:5 1236:2 2:68 562:12 0:14 28141:5 2:54 131567:9 2:53 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:7755:6237,Xanthomonas albilineans (taxid 29447),301,0:15 1117:2 0:5 1882831:3 0:64 2:15 29447:4 0:11 2760438:1 0:63 29447:35 2:5 29447:8 2:36
C,M01771:9:000000000-L7C7K:1:1105:20263:6237,Faecalibacterium prausnitzii (taxid 853),301,0:5 2666025:4 2:13 1590:5 0:18 2:1 0:13 2:22 0:31 2:72 0:9 2:5 0:4 2:4 0:2 853:5 0:26 216851:1 0:4 216851:13 2:5 216851:2 2:1 131567:2
C,M01771:9:000000000-L7C7K:1:1105:26686:6237,Xanthomonas albilineans (taxid 29447),301,0:10 1117:2 0:5 1882831:3 0:64 2:15 29447:4 0:11 2760438:1 0:81 29447:17 2:5 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:14989:6238,Cyclonatronum proteinivorum (taxid 1457365),301,0:78 3135646:5 0:5 2:16 1783272:2 0:114 1783272:3 0:6 2:5 1457365:2 1670830:1 2:7 1783270:5 68336:2 2:5 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:17616:6238,Segatella copri (taxid 165179),301,2697027:4 0:3 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:3
C,M01771:9:000000000-L7C7K:1:1105:16453:6238,Segatella copri (taxid 165179),301,131567:2 171552:1 2:2 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:32 0:26 165179:1 0:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1 0:4
C,M01771:9:000000000-L7C7K:1:1105:4823:6238,Thermocoleostomius sinensis A174 (taxid 2016057),301,0:7 1117:10 2:3 3028117:33 2016057:4 2:3 2016057:3 3028117:9 2:7 3028117:3 2:21 1783272:3 3028117:16 2812896:5 0:93 1783272:7 2:9 3028117:1 2:3 3028117:15 2:5 3028117:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:19339:6238,Gemmatimonas phototrophica (taxid 1379270),301,131567:6 2:23 0:2 1379270:2 0:25 82135:1 433:5 0:9 219687:10 0:12 2:9 0:10 2:54 131567:9 2:53 131567:8 2:18 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:7653:6238,Bacteroides uniformis (taxid 820),301,0:1 2697027:5 0:10 2:8 815:5 171549:5 2:2 816:31 171549:2 200643:4 2:34 171549:3 976:2 171549:7 816:44 2:22 816:3 820:5 816:3 820:11 171549:5 816:2 820:5 816:2 2:1 976:1 2:27 0:2 2:1 0:1 2:5 0:7 2:1
C,M01771:9:000000000-L7C7K:1:1105:19730:6238,Segatella copri (taxid 165179),301,2697027:4 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:3
C,M01771:9:000000000-L7C7K:1:1105:4017:6238,Sodalis ligni (taxid 2697027),301,2:3 2697027:1 0:3 131567:7 2:250 131567:3
C,M01771:9:000000000-L7C7K:1:1105:8632:6238,Candidatus Chazhemtobacterium aquaticus (taxid 2715735),301,2:3 0:16 2:3 0:243 2715735:1 0:1
C,M01771:9:000000000-L7C7K:1:1105:8376:6238,Egicoccus halophilus (taxid 1670830),301,2:4 0:5 2:5 1670830:5 201174:3 1670830:5 0:5 1670830:7 0:1 1670830:3 0:5 1670830:2 201174:5 0:4 633392:1 1783272:5 1670830:7 2:4 201174:5 1670830:5 2:24 1783272:3 201174:3 1670830:14 0:26 1670830:2 0:11 2:1 2875962:3 2:5 0:1 2:3 0:24 1670830:1 0:1 2:5 0:5 2:2 1670830:1 1783272:5 2:2 201174:5 1783272:4 1670830:1 201174:1 2:3 1670830:2 201174:13 131567:5 2:2 131567:3
C,M01771:9:000000000-L7C7K:1:1105:23741:6238,Candidatus Chazhemtobacterium aquaticus (taxid 2715735),301,2:3 0:16 2:3 0:243 2715735:1 0:1
C,M01771:9:000000000-L7C7K:1:1105:8871:6238,Iamia majanohamensis (taxid 467976),301,2:5 0:30 216572:5 0:42 2:2 1783272:1 0:5 2:16 201174:9 0:105 84998:1 0:17 2884263:1 0:1 2884263:4 0:2 467976:5 0:7 2:5 467976:2 2:1 131567:1
C,M01771:9:000000000-L7C7K:1:1105:9710:6238,Sodalis ligni (taxid 2697027),301,2:3 2697027:1 0:3 131567:7 2:14 1236:6 2:5 1236:11 2:80 0:16 2:5 0:3 1236:4 0:2 2:9 131567:9 2:31 0:5 2:1 0:23 2:7 131567:5 2:7 131567:10
C,M01771:9:000000000-L7C7K:1:1105:24422:6239,Segatella copri (taxid 165179),301,0:2 1351:5 0:5 171552:22 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:9881:6239,Segatella copri (taxid 165179),301,0:15 2838156:5 0:72 165179:9 976:13 0:1 976:5 0:59 171552:1 0:64 2:1 1:6 298:2 0:14
C,M01771:9:000000000-L7C7K:1:1105:22307:6239,Phocaeicola vulgatus (taxid 821),301,131567:2 821:3 2:7 171549:5 2:3 909656:43 171549:3 815:1 200643:2 2:34 171549:3 976:2 171549:7 909656:9 821:14 909656:1 821:16 909656:5 2:22 909656:37 2:36 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:25359:6239,Streptococcus agalactiae GD201008-001 (taxid 1203670),301,1236:3 0:6 91347:5 1203670:8 2:37 186826:1 2:50 1783272:5 186826:7 2:2 186826:1 1239:5 1301:11 1239:5 1301:59 186826:2 2:5 186826:4 2:47 131567:4
C,M01771:9:000000000-L7C7K:1:1105:27176:6239,Bacteroides caccae (taxid 47678),301,131567:2 0:3 2:15 815:5 171549:5 815:1 816:5 47678:8 171549:4 47678:12 2:60 47678:1 2:7 47678:11 816:5 2:8 816:2 2:1 815:5 2:22 815:2 816:8 815:1 2:2 47678:5 2:2 47678:6 976:3 47678:1 816:4 2:2 976:1 2:8 0:2 768507:4 2:1 768507:3 2:25 131567:5
C,M01771:9:000000000-L7C7K:1:1105:22233:6239,Stackebrandtia nassauensis DSM 44728 (taxid 446470),301,2:3 562:5 91347:5 2:13 0:5 44746:7 0:11 2:5 186802:1 1385:1 0:3 1783272:5 2:1 0:8 2:48 1677857:2 186802:1 1239:4 0:79 2173034:5 0:7 1276218:1 2:1 0:7 2:3 1907662:5 0:2 1783272:6 0:7 446470:5 2:2 446470:5 0:4
C,M01771:9:000000000-L7C7K:1:1105:4599:6239,Salmonella enterica subsp. enterica (taxid 59201),301,0:7 41980:5 0:65 3135646:5 0:5 2:16 1783272:2 0:114 1783272:3 0:6 2:5 1457365:2 1670830:1 2:1 0:11 68336:2 2:5 59201:7 2:1 59201:3 2:1
C,M01771:9:000000000-L7C7K:1:1105:9938:6239,Leptolyngbya sp. 7M (taxid 2812896),301,131567:4 0:1 2:9 913107:5 292628:3 0:5 913107:3 0:7 1986204:2 0:11 2:5 0:5 913107:5 2:1 0:3 2:5 0:2 1882831:5 0:2 2:1 1882831:2 2:19 2812896:9 0:3 2812896:5 0:1 2812896:2 0:48 2812896:1 0:34 204447:5 141389:1 2812896:4 2:14 2812896:8 2:5 2812896:5 2:4 1783272:3 2:7 131567:3
C,M01771:9:000000000-L7C7K:1:1105:26722:6239,Escherichia coli (taxid 562),301,2:4 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:8573:6239,Anaerostipes hadrus (taxid 649756),301,2:2 562:6 91347:5 2:18 186801:2 1239:5 649756:1 186803:5 649756:1 1239:3 649756:5 2:1 3085636:1 649756:4 2:24 186801:5 2:19 1239:17 649756:32 186801:5 649756:11 186803:5 649756:3 186803:5 649756:9 186801:19 649756:1 2:7 3085636:2 186801:6 2:5 186801:2 186803:3 0:5 186803:6 2:13 1239:1 131567:3
C,M01771:9:000000000-L7C7K:1:1105:24040:6239,Collinsella sp. zg1085 (taxid 2844380),301,0:1 2:5 0:1 2:1 0:17 1871019:5 0:7 1783272:5 1871019:6 84107:1 1871019:12 2:18 102106:5 201174:10 2:3 102106:2 84999:3 102106:6 84107:5 102106:4 0:3 102106:5 0:39 2844380:5 102106:1 0:1 102106:9 0:8 147206:5 2844380:24 84998:23 1783272:1 84998:4 2:7 1783272:1 2:13 131567:1
C,M01771:9:000000000-L7C7K:1:1105:12835:6240,Kocuria sp. TGY1127_2 (taxid 2711328),301,2:1 131567:1 2:29 85006:1 2:5 85006:1 1783272:5 1760:1 2:9 1268:1 2:9 0:6 171:5 0:6 2:9 0:1 2:30 1760:2 596707:1 1760:5 596707:4 1268:2 596707:5 1760:4 2495645:5 0:2 2711328:1 57493:4 1760:5 1268:7 2711328:6 1268:4 1760:5 85006:5 1760:17 2:1 1760:8 1783272:5 2:2 1760:2 2:5 1783272:4 1268:4 2:1 1268:1 2:6 1760:5 1268:1 2:13 131567:5
C,M01771:9:000000000-L7C7K:1:1105:10925:6240,Segatella hominis (taxid 2518605),301,2697027:4 0:13 171552:5 0:5 171552:1 0:16 2518605:6 171552:5 2518605:1 171552:5 2974251:1 171552:5 2:27 0:2 2:5 0:4 2:5 2518605:7 0:8 2518605:13 0:13 2518605:3 0:29 2518605:5 0:3 2518605:1 0:10 2974251:4 0:18 2:5 0:35 716816:1 0:2
